N,P,K,temperature,humidity,ph,rainfall,label
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil
38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,orange
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans
106,21,35,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
118,88,52,28.65003945,82.68752542,5.8431631610000005,98.75084366,banana
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
92,81,52,27.39341554,81.4654833,6.438137278999998,94.31102057,banana
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil
70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
29,121,196,22.84852833,94.32130209,6.079497202000001,123.5977843,apple
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
28,58,24,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
109,29,28,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
89,28,33,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
3,67,24,17.00067625,19.90790546,5.520880013999999,103.2926407,kidneybeans
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
81,36,38,23.76554749,87.98329901,6.334837865,150.31661519999997,jute
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana
99,73,53,26.29039046,81.06003778,5.8717022110000014,118.6730366,banana
97,22,26,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil
106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana

